id_employee,age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_actuelle,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,augmentation_salaire_precedente,score_evolution_carriere,indice_evolution_salaire,frequence_deplacement,salaire_cat,salaire_cat_eq,position_salaire_poste,position_salaire_poste_anc,score_carriere_cat,indice_evol_cat,statut_marital,domaine_etude,poste_departement,genre,heure_supplementaires,nouveau_responsable,attrition_num
410,41,16015,1,22,22,10,4,3,3,4,2,2,3,0,2,2,4,0,4,19,7.997632009169067,19.000001,Occasionnel,Moyen,Haut,Très bas,Très bas,Bas,Haut,Célibataire,Infra & Cloud,Senior Manager_Commercial,M,Non,Non,0
411,18,1200,1,0,0,0,4,3,2,1,3,1,3,0,2,10,3,0,0,12,85.09092495586962,12.000001,Occasionnel,Très bas,Très bas,Très bas,Très bas,Haut,Moyen,Célibataire,Transformation Digitale,Représentant Commercial_Commercial,F,Non,Oui,0
412,28,5661,0,9,8,3,2,3,4,2,1,3,3,0,2,16,2,0,7,19,18.2432361654775,19.000001,Occasionnel,Haut,Très bas,Bas,Haut,Moyen,Haut,Célibataire,Transformation Digitale,Manager_Consulting,M,Non,Non,0
416,31,6929,4,10,8,7,2,3,4,2,4,2,2,1,3,7,3,7,7,11,1.3511079841338682,1.375000125,Occasionnel,Haut,Bas,Haut,Haut,Très bas,Très bas,Marié(e),Entrepreunariat,Cadre Commercial_Commercial,M,Non,Non,0
417,39,9613,0,19,18,10,3,3,4,3,4,1,2,3,5,1,3,3,7,17,2.0514025683512114,4.25000025,Occasionnel,Moyen,Bas,Haut,Bas,Très bas,Bas,Divorcé(e),Transformation Digitale,Manager_Consulting,M,Non,Non,0
419,36,5674,7,11,9,8,2,3,3,2,2,3,3,1,3,24,4,0,8,15,12.96573962790699,15.000001,Aucun,Haut,Très bas,Moyen,Moyen,Moyen,Haut,Marié(e),Infra & Cloud,Consultant_Consulting,F,Non,Non,0
420,32,5484,1,13,13,8,4,3,2,2,3,3,2,1,3,7,3,4,8,14,1.7219545975386144,2.8000002,Occasionnel,Haut,Très bas,Bas,Très bas,Très bas,Très bas,Marié(e),Infra & Cloud,Cadre Commercial_Commercial,M,Non,Non,0
421,38,12061,3,19,10,8,1,3,2,3,2,3,3,1,2,25,2,0,1,17,14.523897217818288,17.000001,Occasionnel,Moyen,Moyen,Très bas,Très bas,Moyen,Haut,Marié(e),Infra & Cloud,Directeur Technique_Consulting,F,Non,Non,0
422,58,5660,2,12,5,3,4,3,1,2,3,4,3,1,2,1,4,1,2,13,9.361469540319366,6.5000005,Aucun,Haut,Très bas,Bas,Bas,Bas,Bas,Divorcé(e),Infra & Cloud,Manager_Consulting,M,Oui,Non,0
423,31,4821,0,6,5,2,3,3,3,1,4,3,3,1,4,5,4,0,3,12,16.961889530972904,12.000001,Occasionnel,Bas,Très bas,Moyen,Moyen,Moyen,Moyen,Marié(e),Entrepreunariat,Assistant de Direction_Consulting,M,Oui,Non,0
424,31,6410,3,9,2,2,1,3,2,2,1,4,3,0,1,2,3,1,0,12,17.53154254893627,6.0000005,Occasionnel,Haut,Bas,Moyen,Moyen,Moyen,Bas,Marié(e),Ressources Humaines,Ressources Humaines_Ressources Humaines,M,Non,Oui,0
425,45,5210,1,24,24,9,1,3,3,3,1,1,3,1,2,7,3,9,11,18,0.6162139821875717,1.8000001,Frequent,Haut,Très bas,Moyen,Haut,Très bas,Très bas,Divorcé(e),Infra & Cloud,Consultant_Consulting,M,Non,Non,0
426,31,2695,0,3,2,2,3,3,3,1,4,2,1,1,2,2,4,2,2,18,15.799049821789335,6.000000333333333,Occasionnel,Très bas,Très bas,Bas,Bas,Moyen,Bas,Divorcé(e),Infra & Cloud,Assistant de Direction_Consulting,M,Oui,Non,0
428,33,11878,6,12,10,6,4,3,3,3,2,2,3,2,2,5,4,8,8,11,1.0425031408051753,1.2222223333333333,Frequent,Moyen,Moyen,Très bas,Très bas,Très bas,Très bas,Marié(e),Infra & Cloud,Senior Manager_Consulting,F,Non,Non,0
429,39,17068,1,21,21,9,3,3,3,4,1,4,3,0,3,10,1,11,10,14,0.516781359809545,1.1666667499999999,Occasionnel,Moyen,Haut,Bas,Très bas,Très bas,Très bas,Marié(e),Transformation Digitale,Senior Manager_Consulting,M,Oui,Non,0
430,43,2455,0,9,8,7,3,3,3,1,4,1,3,0,5,10,4,1,7,19,8.239972461242385,9.5000005,Frequent,Très bas,Très bas,Bas,Très bas,Bas,Moyen,Célibataire,Infra & Cloud,Consultant_Consulting,F,Non,Non,0
431,49,13964,7,25,7,1,3,3,2,4,3,4,3,0,2,1,2,0,7,12,14.3164654106076,12.000001,Occasionnel,Moyen,Moyen,Moyen,Moyen,Moyen,Moyen,Célibataire,Entrepreunariat,Manager_Consulting,F,Oui,Non,0
433,52,4941,2,11,8,2,3,3,2,2,2,1,2,0,3,8,4,7,7,15,1.7719845736632458,1.875000125,Occasionnel,Haut,Très bas,Moyen,Moyen,Très bas,Très bas,Marié(e),Transformation Digitale,Assistant de Direction_Consulting,M,Non,Non,1
434,27,2478,1,4,4,3,3,3,3,1,2,2,2,0,2,5,3,1,2,12,9.378733420003282,6.0000005,Occasionnel,Très bas,Très bas,Bas,Bas,Bas,Bas,Célibataire,Infra & Cloud,Assistant de Direction_Consulting,F,Oui,Non,0
436,32,5228,1,13,13,12,3,3,2,2,2,4,3,0,2,8,2,11,9,11,0.5606055787978855,0.91666675,Occasionnel,Haut,Très bas,Bas,Très bas,Très bas,Très bas,Marié(e),Entrepreunariat,Cadre Commercial_Commercial,F,Oui,Non,0
437,27,4478,1,5,5,4,4,3,3,2,3,1,3,0,3,2,3,0,4,11,15.413119059239229,11.000001,Occasionnel,Bas,Très bas,Très bas,Très bas,Moyen,Moyen,Célibataire,Infra & Cloud,Cadre Commercial_Commercial,M,Oui,Non,0
438,31,7547,4,13,7,7,4,3,3,2,4,4,3,3,3,7,3,1,7,12,6.696778987931199,6.0000005,Occasionnel,Haut,Bas,Haut,Haut,Bas,Bas,Divorcé(e),Marketing,Cadre Commercial_Commercial,M,Non,Non,0
439,32,5055,7,10,7,7,1,3,4,2,4,3,2,0,0,2,4,0,7,16,17.056662937694753,16.000001,Occasionnel,Haut,Très bas,Moyen,Moyen,Moyen,Haut,Célibataire,Transformation Digitale,Assistant de Direction_Consulting,F,Non,Non,0
440,28,3464,5,5,3,2,1,3,1,1,4,4,2,0,4,2,4,2,2,13,8.829674250131664,4.333333666666666,Occasionnel,Bas,Très bas,Haut,Haut,Bas,Bas,Marié(e),Transformation Digitale,Assistant de Direction_Consulting,M,Oui,Non,1
441,30,5775,1,11,10,8,4,3,3,2,4,4,3,2,2,28,2,1,9,13,5.118139795859604,6.5000005,Occasionnel,Haut,Bas,Moyen,Moyen,Bas,Bas,Marié(e),Transformation Digitale,Assistant de Direction_Consulting,F,Non,Non,0
442,31,8943,1,10,10,9,3,4,2,3,3,1,3,1,2,7,2,8,9,24,2.205754805941569,2.666666777777778,Frequent,Moyen,Bas,Haut,Haut,Très bas,Très bas,Marié(e),Infra & Cloud,Tech Lead_Consulting,F,Non,Non,0
444,39,19272,1,21,21,9,3,3,2,5,4,1,3,1,2,7,2,13,3,15,0.4805094686426825,1.071428642857143,Frequent,Moyen,Haut,Moyen,Moyen,Très bas,Très bas,Marié(e),Transformation Digitale,Senior Manager_Consulting,M,Non,Non,0
445,39,5238,4,12,1,0,4,3,3,2,3,1,2,0,3,3,2,0,0,18,77.07497755661694,18.000001,Occasionnel,Haut,Très bas,Bas,Bas,Haut,Haut,Marié(e),Transformation Digitale,Cadre Commercial_Commercial,F,Oui,Oui,1
446,33,4682,3,9,7,7,2,3,2,2,4,3,2,0,6,10,3,0,1,14,14.790465922532972,14.000001,Frequent,Bas,Très bas,Très bas,Très bas,Moyen,Haut,Célibataire,Marketing,Cadre Commercial_Commercial,M,Non,Non,0
447,47,18300,4,21,3,2,4,3,3,5,3,2,3,1,2,5,5,1,1,11,13.495228827288635,5.5000005,Occasionnel,Moyen,Haut,Haut,Haut,Moyen,Bas,Marié(e),Infra & Cloud,Directeur Technique_Consulting,M,Non,Non,0
448,43,5257,1,9,9,7,3,3,2,2,3,2,4,1,3,10,4,0,0,11,9.42425746256941,11.000001,Frequent,Haut,Très bas,Moyen,Moyen,Bas,Moyen,Divorcé(e),Infra & Cloud,Consultant_Consulting,F,Non,Oui,0
449,27,6349,0,6,5,4,3,3,3,2,2,4,3,1,0,1,1,1,4,13,9.485894995894807,6.5000005,Aucun,Haut,Bas,Haut,Haut,Bas,Bas,Marié(e),Marketing,Cadre Commercial_Commercial,M,Oui,Non,0
450,54,4869,3,20,4,3,4,3,3,2,3,4,2,0,4,20,4,0,3,12,20.378039816753766,12.000001,Frequent,Bas,Très bas,Moyen,Moyen,Moyen,Moyen,Célibataire,Infra & Cloud,Assistant de Direction_Consulting,F,Non,Non,0
451,43,9985,8,10,1,0,3,3,3,3,1,1,2,1,1,7,3,0,0,16,73.67151973295414,16.000001,Occasionnel,Moyen,Bas,Moyen,Moyen,Haut,Haut,Marié(e),Infra & Cloud,Manager_Consulting,F,Non,Oui,0
452,45,3697,9,12,10,9,4,3,3,2,4,1,3,2,3,8,4,9,8,14,1.0456151998436944,1.4000001,Occasionnel,Bas,Très bas,Haut,Haut,Très bas,Très bas,Marié(e),Autre,Assistant de Direction_Consulting,M,Non,Non,0
453,40,7457,2,6,4,3,2,4,1,2,4,3,2,3,2,1,2,0,2,22,39.23498905065908,22.000001,Occasionnel,Haut,Bas,Haut,Moyen,Haut,Haut,Marié(e),Transformation Digitale,Cadre Commercial_Commercial,M,Oui,Non,0
454,29,2119,1,7,7,7,2,3,1,1,1,4,2,0,4,8,4,0,7,11,10.53136158793725,11.000001,Occasionnel,Très bas,Très bas,Très bas,Très bas,Bas,Moyen,Marié(e),Autre,Consultant_Consulting,M,Oui,Non,1
455,29,3983,0,4,3,2,2,3,2,1,4,3,3,0,2,9,5,2,2,17,11.744226317334828,5.666667,Occasionnel,Bas,Très bas,Moyen,Moyen,Moyen,Bas,Célibataire,Autre,Consultant_Consulting,M,Non,Non,0
456,30,6118,1,10,10,9,4,3,2,2,3,3,3,3,2,5,3,1,2,13,5.152227738371227,6.5000005,Occasionnel,Haut,Bas,Bas,Bas,Bas,Bas,Divorcé(e),Marketing,Cadre Commercial_Commercial,F,Non,Non,0
458,27,6214,1,8,8,7,2,3,3,2,2,1,3,1,3,8,4,0,7,18,17.469442978414175,18.000001,Occasionnel,Haut,Bas,Bas,Bas,Moyen,Haut,Marié(e),Marketing,Cadre Commercial_Commercial,F,Non,Non,0
460,37,6347,7,8,6,2,4,3,3,2,4,3,2,2,2,5,2,0,4,16,20.013475723176555,16.000001,Occasionnel,Haut,Bas,Bas,Haut,Moyen,Haut,Divorcé(e),Transformation Digitale,Tech Lead_Consulting,M,Non,Non,0
461,38,11510,0,12,11,10,3,3,2,3,4,2,3,1,3,15,2,2,9,14,3.6365229626630335,4.6666669999999995,Occasionnel,Moyen,Moyen,Très bas,Très bas,Bas,Bas,Divorcé(e),Infra & Cloud,Directeur Technique_Consulting,M,Oui,Non,0
462,31,7143,1,11,11,9,3,3,3,3,4,3,2,0,2,7,4,4,10,14,2.0706067098302805,2.8000002,Occasionnel,Haut,Bas,Haut,Très bas,Très bas,Très bas,Célibataire,Transformation Digitale,Tech Lead_Consulting,F,Oui,Non,0
463,29,8268,1,7,7,7,4,3,2,2,2,1,3,2,2,10,1,1,7,14,7.8927358177736995,7.0000005,Occasionnel,Haut,Bas,Haut,Haut,Bas,Bas,Divorcé(e),Marketing,Cadre Commercial_Commercial,F,Oui,Non,0
464,35,8095,0,17,16,6,3,3,3,3,2,4,3,0,5,5,4,0,13,13,6.881684652292917,13.000001,Occasionnel,Haut,Bas,Haut,Bas,Bas,Moyen,Célibataire,Entrepreunariat,Tech Lead_Consulting,M,Non,Non,0
465,23,2904,1,4,4,2,3,3,3,1,4,3,2,2,2,26,1,0,2,12,19.138054401124162,12.000001,Occasionnel,Très bas,Très bas,Haut,Haut,Moyen,Moyen,Divorcé(e),Infra & Cloud,Assistant de Direction_Consulting,M,Non,Non,0
466,41,6032,6,8,5,4,4,3,2,2,2,4,3,0,3,6,3,1,2,15,10.88125032346759,7.5000005,Occasionnel,Haut,Bas,Bas,Bas,Bas,Bas,Célibataire,Transformation Digitale,Tech Lead_Consulting,M,Oui,Non,0
467,47,2976,3,5,0,0,2,3,3,2,3,1,3,0,3,4,1,0,0,19,151.9747638579711,19.000001,Frequent,Bas,Très bas,Moyen,Moyen,Haut,Haut,Célibataire,Transformation Digitale,Représentant Commercial_Commercial,M,Non,Oui,0
468,42,15992,2,16,1,0,1,3,3,4,4,2,3,0,2,23,5,0,0,14,67.75934967838928,14.000001,Occasionnel,Moyen,Haut,Bas,Bas,Haut,Haut,Célibataire,Infra & Cloud,Directeur Technique_Consulting,F,Non,Oui,0
469,29,4649,1,4,4,3,4,3,3,2,3,1,2,1,3,2,3,0,2,14,23.644944684952428,14.000001,Aucun,Bas,Très bas,Très bas,Très bas,Haut,Haut,Marié(e),Infra & Cloud,Cadre Commercial_Commercial,M,Non,Non,0
470,42,2696,0,4,3,2,3,3,3,1,3,3,3,1,5,2,1,1,0,11,10.862357056804044,5.5000005,Occasionnel,Très bas,Très bas,Bas,Bas,Bas,Bas,Divorcé(e),Entrepreunariat,Ressources Humaines_Ressources Humaines,M,Oui,Oui,0
471,32,2370,1,8,8,0,3,3,3,1,2,3,3,1,4,2,3,0,7,13,11.224875543324151,13.000001,Occasionnel,Très bas,Très bas,Très bas,Bas,Bas,Moyen,Marié(e),Transformation Digitale,Consultant_Consulting,F,Non,Non,0
473,48,12504,3,15,0,0,1,4,3,3,3,2,1,1,3,29,1,0,0,21,198.11157014342996,21.000001,Occasionnel,Moyen,Moyen,Très bas,Très bas,Haut,Haut,Marié(e),Transformation Digitale,Senior Manager_Commercial,F,Non,Oui,0
474,37,5974,4,13,7,7,3,3,4,2,1,1,3,2,2,6,3,6,7,13,2.0185610820309936,1.857143,Occasionnel,Haut,Bas,Moyen,Moyen,Très bas,Très bas,Divorcé(e),Transformation Digitale,Assistant de Direction_Consulting,M,Oui,Non,0
475,30,4736,7,4,2,2,4,3,3,2,3,2,4,1,2,25,2,2,2,12,11.284213344249368,4.000000333333333,Aucun,Bas,Très bas,Très bas,Bas,Bas,Très bas,Marié(e),Entrepreunariat,Cadre Commercial_Commercial,F,Oui,Non,0
476,26,5296,1,8,8,7,3,3,3,2,3,2,3,1,3,1,3,7,7,17,2.024628318071567,2.125000125,Occasionnel,Haut,Très bas,Bas,Bas,Très bas,Très bas,Marié(e),Infra & Cloud,Cadre Commercial_Commercial,M,Non,Non,0
477,42,6781,3,14,1,0,1,4,2,2,4,2,3,0,6,2,4,0,0,23,101.45331862189788,23.000001,Occasionnel,Haut,Bas,Bas,Haut,Haut,Haut,Célibataire,Autre,Manager_Consulting,M,Non,Oui,0
478,21,2174,1,3,3,2,1,3,2,1,2,3,3,0,3,1,1,1,2,11,10.56657888294182,5.5000005,Frequent,Très bas,Très bas,Très bas,Très bas,Bas,Bas,Célibataire,Entrepreunariat,Représentant Commercial_Commercial,F,Oui,Non,1
479,36,6653,4,7,1,0,4,3,3,2,4,2,3,0,6,1,5,0,0,15,66.0223053258249,15.000001,Aucun,Haut,Bas,Haut,Bas,Haut,Haut,Célibataire,Transformation Digitale,Cadre Commercial_Commercial,F,Non,Oui,0
481,36,9699,4,16,13,9,1,3,2,3,4,1,3,1,2,3,4,1,12,11,3.6063822139031205,5.5000005,Frequent,Moyen,Bas,Moyen,Moyen,Bas,Bas,Marié(e),Transformation Digitale,Cadre Commercial_Commercial,M,Non,Non,0
482,57,6755,2,15,3,2,4,3,3,2,3,3,3,0,2,1,4,1,2,11,12.125007234423858,5.5000005,Occasionnel,Haut,Bas,Bas,Haut,Moyen,Bas,Marié(e),Transformation Digitale,Manager_Consulting,M,Non,Non,0
483,40,2213,3,10,7,7,4,3,4,1,3,3,3,1,3,10,4,1,7,13,6.25832732344048,6.5000005,Occasionnel,Très bas,Très bas,Très bas,Très bas,Bas,Bas,Marié(e),Infra & Cloud,Consultant_Consulting,F,Oui,Non,0
484,21,2610,1,3,3,2,1,4,3,1,4,3,2,0,3,9,2,2,2,24,15.734977793022306,8.000000333333334,Aucun,Très bas,Très bas,Haut,Bas,Moyen,Moyen,Célibataire,Transformation Digitale,Représentant Commercial_Commercial,M,Non,Non,0
485,33,2851,1,1,1,0,4,3,3,1,3,2,3,0,2,5,3,0,0,13,51.7125465578601,13.000001,Occasionnel,Très bas,Très bas,Haut,Moyen,Haut,Moyen,Célibataire,Marketing,Représentant Commercial_Commercial,F,Oui,Oui,1
486,37,3452,6,17,5,4,3,4,3,1,1,2,3,1,3,10,3,0,3,20,27.156663682466426,20.000001,Occasionnel,Bas,Très bas,Haut,Bas,Haut,Haut,Marié(e),Transformation Digitale,Consultant_Consulting,F,Non,Non,0
487,46,5258,2,7,1,0,3,3,3,2,3,3,4,0,2,7,4,0,0,14,59.973877498973486,14.000001,Aucun,Haut,Très bas,Bas,Bas,Haut,Haut,Marié(e),Transformation Digitale,Tech Lead_Consulting,F,Non,Oui,0
488,41,9355,1,8,8,7,1,3,3,2,2,3,3,0,5,4,3,7,7,18,2.2859434089228663,2.250000125,Frequent,Moyen,Bas,Moyen,Moyen,Très bas,Très bas,Célibataire,Marketing,Cadre Commercial_Commercial,M,Non,Non,1
491,50,10496,6,20,4,3,4,3,2,3,4,4,3,0,2,10,3,1,3,15,13.888268097438175,7.5000005,Occasionnel,Moyen,Bas,Moyen,Moyen,Moyen,Bas,Célibataire,Entrepreunariat,Manager_Consulting,M,Non,Non,0
492,40,6380,2,8,6,4,3,3,2,2,3,1,3,2,6,22,2,1,0,12,7.509497857678589,6.0000005,Occasionnel,Haut,Bas,Haut,Haut,Bas,Bas,Marié(e),Marketing,Cadre Commercial_Commercial,M,Oui,Oui,1
493,31,2657,0,3,2,2,3,3,2,1,2,4,3,0,5,9,4,2,2,16,14.018363968188924,5.333333666666667,Occasionnel,Très bas,Très bas,Bas,Bas,Moyen,Bas,Célibataire,Infra & Cloud,Assistant de Direction_Consulting,M,Oui,Non,0
494,21,2716,1,1,1,0,3,3,4,1,2,4,3,0,0,12,3,0,0,15,59.304631024339415,15.000001,Occasionnel,Très bas,Très bas,Haut,Moyen,Haut,Haut,Célibataire,Infra & Cloud,Représentant Commercial_Commercial,F,Non,Oui,1
495,29,2201,9,6,3,2,4,3,3,1,4,4,3,0,4,23,3,1,2,16,15.394243596705415,8.0000005,Occasionnel,Très bas,Très bas,Très bas,Très bas,Moyen,Moyen,Célibataire,Infra & Cloud,Assistant de Direction_Consulting,M,Non,Non,0
496,35,6540,9,10,1,1,3,3,2,2,2,3,3,0,5,9,4,0,0,19,83.4655351035542,19.000001,Occasionnel,Haut,Bas,Bas,Bas,Haut,Haut,Célibataire,Infra & Cloud,Manager_Consulting,M,Non,Oui,0
497,27,3816,1,5,5,2,4,3,3,1,2,2,3,1,2,1,2,0,4,11,15.119904804569593,11.000001,Occasionnel,Bas,Très bas,Haut,Moyen,Moyen,Moyen,Divorcé(e),Transformation Digitale,Consultant_Consulting,M,Non,Non,0
498,28,5253,1,7,7,5,2,3,3,2,4,4,3,0,1,9,4,0,7,16,17.133491011334094,16.000001,Occasionnel,Haut,Très bas,Bas,Très bas,Moyen,Haut,Célibataire,Infra & Cloud,Cadre Commercial_Commercial,M,Non,Non,0
499,49,10965,8,26,5,2,2,4,2,3,3,3,3,0,2,7,3,0,0,24,37.21022097428178,24.000001,Occasionnel,Moyen,Moyen,Moyen,Moyen,Haut,Haut,Célibataire,Autre,Manager_Consulting,M,Non,Oui,0
500,51,4936,4,18,7,7,3,3,3,2,4,3,2,1,2,14,2,0,7,11,11.693706628170078,11.000001,Occasionnel,Haut,Très bas,Très bas,Très bas,Moyen,Moyen,Marié(e),Infra & Cloud,Cadre Commercial_Commercial,F,Non,Non,0
501,36,2543,4,6,2,2,4,3,3,1,3,2,3,1,3,2,3,2,2,13,11.326601762163676,4.333333666666666,Occasionnel,Très bas,Très bas,Bas,Bas,Bas,Bas,Marié(e),Infra & Cloud,Assistant de Direction_Consulting,F,Non,Non,0
502,34,5304,8,9,5,2,1,3,4,2,4,2,2,0,3,19,3,0,4,13,18.582212373338358,13.000001,Aucun,Haut,Très bas,Bas,Bas,Moyen,Moyen,Célibataire,Marketing,Cadre Commercial_Commercial,M,Oui,Non,1
505,55,16659,2,30,5,4,3,3,3,4,4,3,3,0,2,2,3,1,2,13,10.530830552094729,6.5000005,Occasionnel,Moyen,Haut,Bas,Très bas,Bas,Bas,Célibataire,Infra & Cloud,Senior Manager_Consulting,F,Oui,Non,0
507,24,4260,1,5,5,2,4,3,3,2,3,4,4,1,2,10,4,0,3,12,16.714519699876348,12.000001,Occasionnel,Bas,Très bas,Très bas,Très bas,Moyen,Moyen,Divorcé(e),Marketing,Cadre Commercial_Commercial,F,Oui,Non,0
508,30,2476,1,1,1,0,3,3,3,1,2,1,3,1,3,2,1,0,0,18,70.33323477280595,18.000001,Occasionnel,Très bas,Très bas,Bas,Haut,Haut,Haut,Marié(e),Entrepreunariat,Représentant Commercial_Commercial,M,Non,Oui,0
510,26,3102,0,7,6,4,3,4,3,1,1,3,3,0,2,3,1,0,4,22,25.268964379712717,22.000001,Frequent,Bas,Très bas,Haut,Haut,Haut,Haut,Célibataire,Entrepreunariat,Assistant de Direction_Consulting,M,Non,Non,1
511,22,2244,1,2,2,1,1,3,3,1,2,4,3,1,1,11,3,1,2,13,16.7189996864589,6.5000005,Occasionnel,Très bas,Très bas,Très bas,Très bas,Moyen,Bas,Marié(e),Transformation Digitale,Assistant de Direction_Consulting,F,Non,Non,0
513,36,7596,1,10,10,9,2,3,2,3,3,2,3,2,2,2,2,9,0,13,1.0560147471368233,1.3000000999999999,Occasionnel,Haut,Bas,Haut,Haut,Très bas,Très bas,Marié(e),Transformation Digitale,Cadre Commercial_Commercial,M,Non,Oui,0
514,30,2285,9,3,1,0,3,4,3,1,4,3,3,0,4,4,3,0,0,23,88.94743057735911,23.000001,Frequent,Très bas,Très bas,Très bas,Bas,Haut,Haut,Célibataire,Entrepreunariat,Assistant de Direction_Consulting,M,Oui,Oui,1
515,37,3034,1,18,18,7,4,3,3,1,1,3,2,1,2,14,3,12,17,12,0.38953687635582945,0.9230769999999999,Occasionnel,Bas,Très bas,Haut,Bas,Très bas,Très bas,Divorcé(e),Infra & Cloud,Consultant_Consulting,F,Non,Non,0
516,40,5715,7,8,5,4,4,3,3,2,2,3,3,2,5,2,2,1,3,12,8.651025259968467,6.0000005,Occasionnel,Haut,Très bas,Bas,Bas,Bas,Bas,Divorcé(e),Marketing,Cadre Commercial_Commercial,F,Non,Non,0
517,42,2576,3,8,5,2,2,3,3,1,1,2,3,1,5,1,4,1,2,16,10.472508935401587,8.0000005,Occasionnel,Très bas,Très bas,Bas,Bas,Bas,Moyen,Divorcé(e),Infra & Cloud,Consultant_Consulting,F,Non,Non,0
518,37,4197,2,18,1,0,3,3,3,2,2,4,2,0,2,10,4,0,1,12,50.05418517346522,12.000001,Occasionnel,Bas,Très bas,Très bas,Très bas,Haut,Moyen,Célibataire,Infra & Cloud,Tech Lead_Consulting,M,Oui,Non,0
520,43,14336,1,25,25,10,1,3,2,4,2,3,3,1,3,12,3,3,9,11,1.012274974329883,2.75000025,Occasionnel,Moyen,Moyen,Bas,Bas,Très bas,Très bas,Divorcé(e),Infra & Cloud,Directeur Technique_Consulting,M,Non,Non,0
521,40,3448,6,20,1,0,2,4,2,2,3,2,3,1,3,2,3,0,0,22,89.60423981522507,22.000001,Occasionnel,Bas,Très bas,Haut,Moyen,Haut,Haut,Marié(e),Transformation Digitale,Consultant_Consulting,F,Non,Oui,0
522,54,19406,4,24,4,2,1,3,3,5,1,3,2,1,4,5,2,1,2,11,10.860729002522215,5.5000005,Occasionnel,Moyen,Haut,Moyen,Moyen,Bas,Bas,Marié(e),Transformation Digitale,Directeur Technique_Consulting,M,Non,Non,0
523,34,6538,9,6,3,2,3,3,3,2,3,1,3,1,3,4,4,1,2,15,16.472887712369833,7.5000005,Aucun,Haut,Bas,Haut,Haut,Moyen,Bas,Marié(e),Marketing,Cadre Commercial_Commercial,F,Non,Non,0
524,31,4306,1,13,13,10,2,3,3,2,1,2,1,1,5,7,2,3,12,12,1.7931423390829677,3.00000025,Occasionnel,Bas,Très bas,Très bas,Très bas,Très bas,Très bas,Marié(e),Transformation Digitale,Tech Lead_Consulting,F,Non,Non,0
525,43,2258,7,8,3,2,4,4,3,1,4,1,3,1,1,21,3,1,2,20,19.3066947565047,10.0000005,Frequent,Très bas,Très bas,Très bas,Très bas,Moyen,Moyen,Marié(e),Transformation Digitale,Consultant_Consulting,M,Non,Non,0
526,43,4522,4,8,5,2,3,3,3,2,3,4,3,0,3,8,4,0,2,14,19.639506531603427,14.000001,Occasionnel,Bas,Très bas,Très bas,Très bas,Moyen,Haut,Divorcé(e),Autre,Manager_Consulting,F,Oui,Non,0
527,25,4487,1,5,5,4,2,3,2,2,4,2,3,0,3,4,2,1,3,11,7.708399610699192,5.5000005,Occasionnel,Bas,Très bas,Très bas,Très bas,Bas,Bas,Célibataire,Infra & Cloud,Cadre Commercial_Commercial,F,Oui,Non,0
529,37,4449,3,15,13,11,2,3,3,2,3,1,3,2,2,25,5,10,7,15,0.8182460975848289,1.3636364545454545,Aucun,Bas,Très bas,Moyen,Très bas,Très bas,Très bas,Marié(e),Transformation Digitale,Assistant de Direction_Consulting,F,Oui,Non,0
530,31,2218,1,4,4,2,4,3,2,1,1,3,3,1,3,1,2,3,2,12,4.6228875390001525,3.00000025,Occasionnel,Très bas,Très bas,Très bas,Très bas,Bas,Très bas,Marié(e),Infra & Cloud,Consultant_Consulting,M,Non,Non,0
531,39,19197,1,21,21,8,2,3,3,5,3,3,3,1,3,1,1,1,6,14,3.1380879378520485,7.0000005,Frequent,Moyen,Haut,Moyen,Moyen,Très bas,Bas,Divorcé(e),Infra & Cloud,Senior Manager_Consulting,M,Oui,Non,0
532,56,13212,9,36,7,7,3,3,4,4,1,4,2,3,0,6,3,7,7,11,1.6309145419611382,1.375000125,Frequent,Moyen,Moyen,Moyen,Moyen,Très bas,Très bas,Marié(e),Infra & Cloud,Cadre Commercial_Commercial,F,Non,Non,0
533,30,6577,0,6,5,4,2,3,3,2,3,2,3,0,6,12,3,4,4,11,3.223545169524168,2.2000002,Occasionnel,Haut,Bas,Haut,Haut,Très bas,Très bas,Célibataire,Entrepreunariat,Cadre Commercial_Commercial,F,Non,Non,0
534,41,8392,1,10,10,7,2,3,4,3,1,3,3,1,2,1,3,0,7,16,13.142041990952595,16.000001,Occasionnel,Moyen,Bas,Haut,Haut,Moyen,Haut,Marié(e),Marketing,Cadre Commercial_Commercial,M,Non,Non,0
536,28,4558,1,10,10,0,3,3,3,2,1,4,3,1,2,17,2,1,8,12,4.595377790337268,6.0000005,Occasionnel,Bas,Très bas,Moyen,Moyen,Bas,Bas,Divorcé(e),Transformation Digitale,Consultant_Consulting,M,Non,Non,0
538,25,4031,5,6,2,2,1,3,3,1,1,3,3,1,5,3,3,0,2,13,35.97541327626115,13.000001,Occasionnel,Bas,Très bas,Moyen,Moyen,Haut,Moyen,Marié(e),Transformation Digitale,Consultant_Consulting,M,Non,Non,1
